13.296 96.877 183.540 101.961 232.389 185.828
17.474 95.959 169.488 98.139 220.280 174.409
64.086 104.474 140.679 78.926 170.841 160.572
34.512 79.101 132.107 97.883 179.833 134.686
45.590 89.378 132.897 80.792 208.675 159.238
16.496 79.198 155.568 97.400 228.794 162.052
16.949 75.281 144.407 94.264 222.518 150.217
10.505 79.353 161.852 102.085 238.487 164.649
37.946 87.689 140.103 84.963 214.078 160.852
48.001 82.401 115.278 81.623 205.358 142.238
49.881 83.925 113.347 78.337 191.079 135.700
14.895 76.388 141.534 98.315 221.664 144.747
9.688 79.094 154.280 102.522 232.943 155.435
45.115 80.876 114.366 83.291 190.319 131.826
16.461 86.971 161.684 99.247 230.571 165.276
16.556 87.473 155.381 97.984 231.437 162.478
9.714 88.165 170.920 103.421 238.255 172.008
7.894 83.784 166.494 104.621 239.017 166.773
18.042 102.589 181.555 99.898 227.118 186.070
18.725 102.678 178.204 98.710 218.056 181.376
58.366 101.395 140.874 83.536 176.758 158.820
37.174 81.702 132.853 96.108 175.109 136.105
46.362 94.292 138.616 81.967 206.990 163.810
17.418 87.052 164.000 97.899 228.775 169.831
15.596 80.982 152.142 96.968 223.035 156.065
9.940 86.749 170.157 103.507 238.233 171.874
40.545 94.715 145.307 84.944 209.974 166.189
48.383 86.061 120.360 82.441 201.947 145.838
47.287 86.382 119.420 81.764 189.176 138.394
18.624 80.843 143.371 98.366 217.244 147.188
11.675 83.132 157.843 103.406 229.372 158.662
49.475 85.506 118.573 82.967 186.056 136.542
17.707 90.886 167.528 100.236 228.306 170.262
19.697 90.750 159.349 97.514 228.116 167.073
10.298 85.942 166.023 102.610 236.032 167.860
9.259 87.326 171.131 104.048 238.208 171.717
20.866 80.529 139.341 95.908 229.089 149.925
11.642 79.071 147.410 98.967 235.185 151.565
15.100 77.361 154.658 96.772 227.528 160.176
8.801 69.171 146.283 100.935 232.684 148.446
4.331 78.457 168.985 106.250 245.008 169.128
8.097 81.535 164.098 102.032 241.934 166.386
31.475 83.057 133.514 86.140 218.101 151.570
10.186 84.402 161.566 99.230 232.232 163.937
31.294 86.344 140.456 87.280 220.116 157.558
47.684 81.019 109.568 79.506 200.462 136.273
52.263 84.730 112.367 74.363 193.218 139.420
14.493 66.132 127.830 96.301 213.154 131.167
45.313 89.153 125.388 82.859 202.436 146.887
12.210 86.183 156.225 99.141 223.784 160.240
10.724 88.757 163.457 99.933 242.734 169.089
7.109 88.889 172.878 103.338 241.738 174.377
6.976 81.145 159.845 103.583 244.970 161.702
40.003 76.165 109.515 83.494 199.203 127.274
13.797 76.765 145.456 99.632 227.690 149.424
9.134 78.751 151.486 100.489 237.340 153.998
18.649 77.946 154.743 96.995 224.547 161.927
7.901 67.391 146.948 102.581 232.449 148.305
3.970 73.752 165.706 106.830 246.229 165.822
7.225 78.595 162.196 102.664 242.235 163.974
30.987 81.796 134.700 86.983 215.711 151.768
9.934 82.335 161.949 99.701 231.457 164.011
31.121 85.151 141.109 87.695 217.541 157.417
43.628 79.342 113.567 81.286 202.125 137.450
46.378 81.496 113.707 77.139 194.841 137.208
