118.734 106.656 66.660 23.441 126.663 119.154
117.302 105.137 67.225 24.097 124.114 117.787
136.539 128.130 88.131 25.086 97.805 136.665
144.958 129.291 78.341 23.587 125.893 144.995
109.433 96.295 54.071 24.602 140.518 109.703
134.704 118.192 66.061 23.800 139.632 134.742
119.311 105.583 63.322 21.967 130.143 119.313
127.927 119.766 84.704 25.198 104.080 128.035
106.828 92.756 55.157 22.606 130.720 107.076
128.025 113.942 73.639 22.819 118.310 128.046
121.499 110.827 75.170 28.816 121.000 124.487
119.949 109.078 72.608 26.105 121.996 122.696
139.026 131.257 91.270 25.631 97.474 139.211
149.149 133.554 80.228 23.902 126.574 149.183
121.584 107.442 59.103 23.928 144.347 121.894
142.839 125.980 69.434 23.372 140.713 142.871
120.796 107.180 65.835 22.072 127.997 120.846
128.542 121.067 84.425 25.960 106.124 128.892
112.809 98.400 57.827 22.938 129.806 113.051
131.363 117.745 77.977 22.905 115.681 131.374
117.569 107.665 59.529 24.746 137.530 119.101
124.023 111.154 68.058 25.957 128.493 124.669
139.874 126.789 79.963 23.836 120.047 139.965
124.005 111.181 60.309 24.654 150.328 125.000
131.120 118.583 66.677 24.642 135.721 131.176
98.169 86.591 51.095 23.338 141.960 98.462
109.803 97.391 57.517 24.264 141.218 110.452
125.478 110.769 69.046 21.642 130.083 125.522
138.348 129.006 85.965 25.552 117.646 138.568
113.367 104.748 59.260 25.018 135.097 115.425
123.287 111.091 66.483 24.556 130.219 123.841
137.761 125.745 81.373 24.071 117.355 137.881
116.398 108.072 68.818 38.368 131.012 122.291
133.354 120.182 68.128 24.441 133.987 133.387
95.795 84.854 49.742 24.779 137.955 96.103
109.042 97.660 57.843 25.049 138.969 109.965
126.204 111.283 69.619 21.706 129.584 126.205
139.770 130.601 85.620 25.688 121.410 140.005
129.455 111.745 63.499 21.855 139.457 129.455
119.082 106.513 65.386 23.898 131.314 119.556
142.215 131.528 88.888 24.983 111.006 142.286
130.150 124.545 92.702 25.876 85.414 130.690
124.520 110.473 64.895 23.832 136.776 124.937
119.576 106.760 67.537 23.466 125.503 119.883
121.647 108.415 64.305 24.984 125.495 121.757
