75.681 99.603 39.482 45.501 133.827 100.349
79.180 99.798 41.510 44.045 134.206 100.272
78.155 95.794 41.274 44.830 126.320 97.313
63.258 84.282 36.458 45.190 136.643 84.411
71.610 93.858 37.485 43.282 145.946 93.978
95.811 102.850 51.021 36.735 138.929 107.461
59.102 76.815 30.296 43.038 142.049 77.138
72.567 87.988 48.435 48.213 102.363 89.816
61.349 76.840 27.493 44.120 148.194 78.332
74.668 85.326 32.496 42.928 138.384 89.392
62.621 78.164 32.597 45.985 129.506 79.851
66.136 82.185 33.031 46.805 129.887 84.440
79.425 85.000 44.017 39.811 125.503 90.187
53.053 74.762 29.888 48.419 136.996 74.787
57.834 79.675 30.487 47.800 136.712 79.713
51.535 67.600 27.478 45.430 136.081 67.847
76.548 78.516 36.617 34.612 148.013 84.173
52.752 69.383 22.334 43.564 157.478 70.598
78.975 87.404 39.966 36.915 148.909 91.263
50.180 69.461 35.361 48.736 141.244 75.210
81.752 86.940 44.314 36.270 139.066 91.884
84.427 85.626 44.354 34.950 136.158 92.499
80.630 104.589 43.533 45.507 130.707 105.711
84.246 104.631 44.326 43.073 134.007 105.086
77.774 97.274 41.015 44.255 133.653 98.036
67.226 88.590 38.473 44.805 137.712 88.720
81.529 104.822 45.263 43.272 142.324 105.036
100.309 107.071 52.562 36.236 139.741 112.180
66.260 84.775 34.732 42.742 137.673 85.417
71.093 87.930 47.627 47.776 109.676 89.452
65.307 81.633 30.917 44.319 144.692 83.114
79.018 91.119 38.054 42.233 133.027 94.314
69.202 87.636 34.673 45.563 136.922 89.035
73.058 89.351 37.559 45.869 126.690 91.560
82.608 89.470 49.837 43.756 122.367 95.866
60.863 84.700 39.566 52.313 129.339 85.482
64.278 87.068 33.946 47.462 134.173 87.088
64.363 79.615 41.679 49.165 124.147 80.892
80.926 83.220 40.675 34.439 143.870 88.987
63.704 81.904 27.190 43.124 154.002 83.648
85.443 94.650 43.344 36.810 148.281 98.867
56.907 75.106 35.390 46.812 135.605 78.644
88.017 92.908 48.029 35.881 135.536 98.393
88.280 89.004 47.114 34.912 131.845 96.221
81.251 85.489 44.686 35.971 134.812 89.867
64.203 72.405 34.217 39.078 162.837 77.586
54.004 70.328 28.741 45.192 158.119 73.939
64.070 82.369 34.060 45.760 146.519 85.568
86.140 97.423 52.291 39.918 122.999 100.470
72.016 90.265 38.561 44.759 132.218 90.796
65.544 77.726 38.184 46.840 133.987 86.260
81.522 88.089 42.590 37.201 136.295 92.609
61.146 78.058 29.123 45.998 135.934 79.536
63.746 84.081 34.706 45.151 134.648 84.145
56.709 76.139 32.117 48.137 127.140 76.168
60.204 78.769 29.389 44.841 145.267 79.410
54.244 74.028 29.883 47.739 134.038 74.043
71.385 78.837 37.570 37.823 146.510 82.784
80.319 85.445 44.219 36.181 135.884 89.417
56.902 75.472 32.221 47.079 136.692 76.031
62.542 76.451 27.179 42.229 145.327 78.809
69.543 88.775 34.594 43.841 137.781 89.108
65.716 79.473 37.203 45.663 122.479 81.431
56.818 76.540 29.340 45.215 141.741 76.916
78.820 83.466 43.151 36.331 135.394 87.541
63.043 70.588 33.014 38.308 156.299 74.064
58.561 76.045 28.478 44.956 153.866 78.382
62.181 80.039 33.767 45.984 140.813 82.777
84.030 95.262 51.563 40.498 122.284 98.294
67.715 87.005 38.820 45.870 128.090 87.093
65.004 77.398 34.458 46.488 132.793 82.892
78.863 85.488 41.886 37.818 133.646 89.430
60.361 77.106 29.361 47.116 130.925 78.518
61.931 83.397 31.999 46.140 136.702 83.453
54.589 72.984 31.268 49.054 123.943 73.089
57.916 76.731 27.968 44.921 147.254 77.348
56.847 76.730 39.375 52.404 127.926 77.700
68.766 73.846 37.664 38.456 134.905 77.722
79.939 84.460 44.873 36.373 132.679 88.634
57.182 78.500 30.253 47.373 141.175 78.766
60.818 75.096 27.940 43.068 139.420 77.007
65.530 84.998 34.497 45.015 135.438 85.257
63.389 77.869 36.750 46.120 122.727 79.517
54.581 75.050 28.742 45.887 141.670 75.367
82.317 102.389 44.173 43.472 135.546 103.212
78.019 99.858 43.523 43.679 135.675 99.987
97.685 101.215 54.074 34.728 131.101 106.919
74.718 91.905 36.075 41.449 143.494 93.823
82.399 88.041 38.750 35.732 156.422 91.954
72.061 86.636 29.116 40.574 164.490 90.700
78.281 88.600 37.057 36.108 166.170 92.372
73.900 86.269 32.564 39.978 157.352 90.077
71.433 85.540 31.078 41.893 152.847 89.747
90.216 100.067 45.224 36.911 155.589 105.558
65.802 88.870 31.863 43.590 157.361 88.956
72.103 91.863 32.023 41.238 160.732 91.920
92.888 100.677 54.720 37.565 126.504 104.471
65.638 90.873 45.094 48.042 146.251 95.648
86.368 107.578 42.817 42.006 139.746 107.868
80.124 102.916 38.856 44.229 141.279 103.076
57.190 78.655 23.727 43.156 158.878 78.676
64.711 75.629 39.965 40.745 119.356 77.978
99.751 96.742 33.208 32.064 170.072 105.831
73.588 86.242 30.347 40.201 157.578 90.563
64.002 84.481 26.346 42.386 159.091 84.874
65.648 80.664 37.858 45.299 119.515 81.041
84.230 104.733 45.080 43.212 135.414 105.728
80.508 101.739 44.013 42.838 139.136 102.293
